route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
11,10,10_100045_8_11_3,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100045_9_11_3,Tannenhof,,,,11_6_1,,
11,10,10_100045_10_11_3,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100045_11_11_3,Tannenhof,,,,11_6_1,,
11,10,10_100045_12_11_3,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100045_13_11_3,Tannenhof,,,,11_6_1,,
11,10,10_100045_14_11_3,Gievenbeck Dieckmannstr.,,,,11_3_1,,
2,10,10_100046_2_2_7,Handorf Kaserne,,,,2_7_1,,
2,10,10_100046_3_2_7,Technologiepark,,,,2_12_1,,
2,10,10_100046_4_2_7,Handorf Kaserne,,,,2_7_1,,
2,10,10_100046_5_2_7,Technologiepark,,,,2_12_1,,
2,10,10_100046_6_2_7,Handorf Kaserne,,,,2_7_1,,
2,10,10_100046_7_2_7,Technologiepark,,,,2_12_1,,
2,10,10_100046_8_2_7,Handorf Kaserne,,,,2_7_1,,
2,10,10_100046_9_2_7,Technologiepark,,,,2_12_1,,
2,10,10_100046_10_2_7,Handorf Kaserne,,,,2_7_1,,
2,10,10_100046_11_2_7,Technologiepark,,,,2_12_1,,
2,10,10_100046_12_2_7,Handorf Kaserne,,,,2_7_1,,
2,10,10_100046_13_2_7,Technologiepark,,,,2_12_1,,
6,10,10_100047_2_6_9,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100047_3_6_9,Coerde,,,,6_307_1,,
8,10,10_100047_5_8_9,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100047_6_8_9,Coerde,,,,8_103_1,,
6,10,10_100047_8_6_9,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100047_9_6_9,Coerde,,,,6_307_1,,
8,10,10_100047_11_8_9,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100047_12_8_9,Coerde,,,,8_103_1,,
6,10,10_100047_14_6_9,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100047_15_6_9,Coerde,,,,6_307_1,,
6,10,10_100047_17_6_9,Hiltrup Bahnhof,,,,6_304_1,,
85,10,10_100047_19_85_9,Nienberge,,,,85_23_1,,
85,10,10_100047_20_85_9,Wolbeck Markt,,,,85_16_1,,
85,10,10_100047_21_85_9,Nienberge,,,,85_13_1,,
11,10,10_100048_2_11_10,Tannenhof,,,,11_6_1,,
11,10,10_100048_3_11_10,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100048_4_11_10,Tannenhof,,,,11_6_1,,
11,10,10_100048_5_11_10,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100048_6_11_10,Tannenhof,,,,11_6_1,,
11,10,10_100048_7_11_10,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100048_8_11_10,Tannenhof,,,,11_6_1,,
11,10,10_100048_9_11_10,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100048_10_11_10,Tannenhof,,,,11_6_1,,
11,10,10_100048_11_11_10,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100048_12_11_10,Tannenhof,,,,11_6_1,,
11,10,10_100048_13_11_10,Gievenbeck Dieckmannstr.,,,,11_3_1,,
408,10,10_100049_2_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_4_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_6_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_7_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_9_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_10_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_12_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_13_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_15_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_16_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_18_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_19_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_21_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_22_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_24_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_25_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_27_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_28_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_30_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_31_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_33_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_34_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_36_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_37_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_39_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_40_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_42_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_43_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_45_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_46_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_48_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_49_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_51_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_52_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_54_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_55_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_57_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_58_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_60_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_61_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_63_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_64_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_66_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_67_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_69_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_70_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_72_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_73_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_75_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_76_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_78_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_79_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_81_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_82_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_84_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_85_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_87_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_88_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_90_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_91_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,10,10_100049_93_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_94_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,10,10_100049_96_408_1,Delstrup,,,,408_1_5,,
408,10,10_100049_98_408_1,Delstrup,,,,408_3_5,,
408,10,10_100049_99_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,10,10_100049_101_408_1,Delstrup,,,,408_3_5,,
408,10,10_100049_102_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,10,10_100049_104_408_1,Delstrup,,,,408_3_5,,
408,10,10_100049_105_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,10,10_100049_107_408_1,Delstrup,,,,408_3_5,,
408,10,10_100049_108_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,10,10_100049_110_408_1,Delstrup,,,,408_3_5,,
408,10,10_100049_111_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
1,10,10_100050_2_1_2,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100050_3_1_2,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100050_4_1_2,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100050_5_1_2,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100050_6_1_2,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100050_7_1_2,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100050_8_1_2,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100050_9_1_2,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100050_10_1_2,Amelsbüren Bahnhof,,,,1_24_1,,
81,10,10_100050_11_81_2,Kinderhaus Brüningheide,,,,81_9_1,,
81,10,10_100050_12_81_2,Amelsbüren,,,,81_14_1,,
81,10,10_100050_13_81_2,Kinderhaus Brüningheide,,,,81_11_1,,
17,10,10_100051_2_17_4,Krögerweg,,,,17_6_1,,
17,10,10_100051_3_17_4,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100051_5_17_4,Krögerweg,,,,17_8_1,,
17,10,10_100051_6_17_4,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100051_8_17_4,Krögerweg,,,,17_8_1,,
17,10,10_100051_9_17_4,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100051_11_17_4,Krögerweg,,,,17_8_1,,
17,10,10_100051_12_17_4,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100051_14_17_4,Krögerweg,,,,17_8_1,,
17,10,10_100051_15_17_4,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100051_17_17_4,Krögerweg,,,,17_8_1,,
17,10,10_100051_18_17_4,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100051_20_17_4,Krögerweg,,,,17_8_1,,
17,10,10_100051_21_17_4,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100051_23_17_4,Krögerweg,,,,17_8_1,,
10,10,10_100052_2_10_7,Mecklenbeck Waldweg,,,,10_408_1,,
10,10,10_100052_3_10_7,Handorf Hornheide,,,,10_315_1,,
10,10,10_100052_5_10_7,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,10,10_100052_6_10_7,Handorf Hornheide,,,,10_7_1,,
10,10,10_100052_8_10_7,Mecklenbeck Waldweg,,,,10_408_1,,
10,10,10_100052_9_10_7,Handorf Hornheide,,,,10_315_1,,
10,10,10_100052_11_10_7,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,10,10_100052_12_10_7,Handorf Hornheide,,,,10_7_1,,
10,10,10_100052_14_10_7,Mecklenbeck Waldweg,,,,10_408_1,,
10,10,10_100052_15_10_7,Handorf Hornheide,,,,10_315_1,,
10,10,10_100052_17_10_7,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,10,10_100052_18_10_7,Handorf Hornheide,,,,10_7_1,,
83,10,10_100052_20_83_7,Mecklenbeck Meckmannweg,,,,83_12_1,,
83,10,10_100052_21_83_7,Handorf Hornheide,,,,83_9_1,,
17,10,10_100053_2_17_3,Kinderhaus Schulzentrum,,,,17_3_1,,
17,10,10_100053_4_17_3,Krögerweg,,,,17_8_1,,
17,10,10_100053_5_17_3,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100053_7_17_3,Krögerweg,,,,17_8_1,,
17,10,10_100053_8_17_3,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100053_10_17_3,Krögerweg,,,,17_8_1,,
17,10,10_100053_11_17_3,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100053_13_17_3,Krögerweg,,,,17_8_1,,
17,10,10_100053_14_17_3,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100053_16_17_3,Krögerweg,,,,17_8_1,,
17,10,10_100053_17_17_3,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100053_19_17_3,Krögerweg,,,,17_8_1,,
17,10,10_100053_20_17_3,Kinderhaus Schulzentrum,,,,17_7_1,,
17,10,10_100053_22_17_3,Krögerweg,,,,17_8_1,,
17,10,10_100053_23_17_3,Kinderhaus Schulzentrum,,,,17_7_1,,
4,10,10_100054_2_4_6,Clemenshospital,,,,4_2_1,,
4,10,10_100054_4_4_6,Gelmer,,,,4_5_1,,
4,10,10_100054_5_4_6,Clemenshospital,,,,4_2_1,,
4,10,10_100054_7_4_6,Gelmer,,,,4_5_1,,
4,10,10_100054_8_4_6,Clemenshospital,,,,4_2_1,,
4,10,10_100054_10_4_6,Gelmer,,,,4_7_1,,
4,10,10_100054_11_4_6,Clemenshospital,,,,4_2_1,,
4,10,10_100054_13_4_6,Gelmer,,,,4_5_1,,
4,10,10_100054_14_4_6,Clemenshospital,,,,4_2_1,,
4,10,10_100054_16_4_6,Gelmer,,,,4_7_1,,
4,10,10_100054_17_4_6,Clemenshospital,,,,4_2_1,,
4,10,10_100054_19_4_6,Gelmer,,,,4_5_1,,
9,10,10_100055_2_9_3,Hiltrup Franz-Marc-Weg,,,,9_8_1,,
9,10,10_100055_3_9_3,Sprakel,,,,9_5_1,,
9,10,10_100055_5_9_3,Hiltrup Franz-Marc-Weg,,,,9_4_1,,
9,10,10_100055_6_9_3,Von-Humboldt-Straße,,,,9_3_1,,
9,10,10_100055_7_9_3,Hiltrup Franz-Marc-Weg,,,,9_2_1,,
9,10,10_100055_8_9_3,Sprakel,,,,9_5_1,,
9,10,10_100055_10_9_3,Hiltrup Franz-Marc-Weg,,,,9_4_1,,
9,10,10_100055_11_9_3,Von-Humboldt-Straße,,,,9_3_1,,
9,10,10_100055_12_9_3,Hiltrup Franz-Marc-Weg,,,,9_2_1,,
82,10,10_100055_13_82_3,Rudolf-Diesel-Straße,,,,82_811_1,,
82,10,10_100055_14_82_3,Hiltrup Franz-Marc-Weg,,,,82_810_1,,
1,10,10_100056_2_1_4,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100056_3_1_4,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100056_4_1_4,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100056_5_1_4,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100056_6_1_4,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100056_7_1_4,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100056_8_1_4,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100056_9_1_4,Roxel Hallenbad,,,,1_11_1,,
80,10,10_100056_10_80_4,Hauptbahnhof,,,,80_4_1,,
80,10,10_100056_12_80_4,Roxel,,,,80_11_1,,
80,10,10_100056_13_80_4,Hauptbahnhof,,,,80_12_1,,
80,10,10_100056_15_80_4,Roxel,,,,80_11_1,,
80,10,10_100056_16_80_4,Hauptbahnhof,,,,80_12_1,,
80,10,10_100056_18_80_4,Roxel,,,,80_11_1,,
15,10,10_100057_2_15_8,Albachten Bahnhof,,,,15_8_1,,
15,10,10_100057_3_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,10,10_100057_4_15_8,Albachten Bahnhof,,,,15_8_1,,
15,10,10_100057_5_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,10,10_100057_6_15_8,Albachten Bahnhof,,,,15_8_1,,
15,10,10_100057_7_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,10,10_100057_8_15_8,Albachten Bahnhof,,,,15_8_1,,
15,10,10_100057_9_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,10,10_100057_10_15_8,Albachten Bahnhof,,,,15_8_1,,
6,10,10_100058_2_6_4,Hiltrup Bahnhof,,,,6_6_1,,
6,10,10_100058_3_6_4,Coerde,,,,6_307_1,,
6,10,10_100058_5_6_4,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100058_6_6_4,Coerde,,,,6_307_1,,
8,10,10_100058_8_8_4,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100058_9_8_4,Coerde,,,,8_103_1,,
6,10,10_100058_11_6_4,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100058_12_6_4,Coerde,,,,6_307_1,,
8,10,10_100058_14_8_4,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100058_15_8_4,Coerde,,,,8_103_1,,
6,10,10_100058_17_6_4,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100058_18_6_4,Coerde,,,,6_307_1,,
82,10,10_100058_20_82_4,Hiltrup Franz-Marc-Weg,,,,82_810_1,,
82,10,10_100058_21_82_4,Rudolf-Diesel-Straße,,,,82_811_1,,
5,10,10_100059_2_5_6,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100059_3_5_6,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100059_4_5_6,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100059_5_5_6,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100059_6_5_6,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100059_7_5_6,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100059_8_5_6,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100059_9_5_6,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100059_10_5_6,Hiltrup Bahnhof,,,,5_8_1,,
8,10,10_100060_2_8_15,Coerde,,,,8_103_1,,
8,10,10_100060_4_8_15,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100060_5_8_15,Coerde,,,,8_103_1,,
6,10,10_100060_7_6_15,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100060_8_6_15,Coerde,,,,6_307_1,,
8,10,10_100060_10_8_15,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100060_11_8_15,Coerde,,,,8_103_1,,
6,10,10_100060_13_6_15,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100060_14_6_15,Coerde,,,,6_307_1,,
8,10,10_100060_16_8_15,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100060_17_8_15,Coerde,,,,8_103_1,,
8,10,10_100060_19_8_15,Wolbeck Nogatstraße,,,,8_106_1,,
2,10,10_100061_2_2_3,Technologiepark,,,,2_12_1,,
2,10,10_100061_3_2_3,Handorf Kaserne,,,,2_7_1,,
2,10,10_100061_4_2_3,Technologiepark,,,,2_12_1,,
2,10,10_100061_5_2_3,Handorf Kaserne,,,,2_7_1,,
2,10,10_100061_6_2_3,Technologiepark,,,,2_12_1,,
2,10,10_100061_7_2_3,Handorf Kaserne,,,,2_7_1,,
2,10,10_100061_8_2_3,Technologiepark,,,,2_12_1,,
2,10,10_100061_9_2_3,Handorf Kaserne,,,,2_7_1,,
2,10,10_100061_10_2_3,Technologiepark,,,,2_12_1,,
2,10,10_100061_11_2_3,Handorf Kaserne,,,,2_7_1,,
2,10,10_100061_12_2_3,Technologiepark,,,,2_12_1,,
2,10,10_100061_13_2_3,Handorf Kaserne,,,,2_7_1,,
8,10,10_100062_2_8_11,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100062_3_8_11,Coerde,,,,8_103_1,,
6,10,10_100062_5_6_11,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100062_6_6_11,Coerde,,,,6_307_1,,
8,10,10_100062_8_8_11,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100062_9_8_11,Coerde,,,,8_103_1,,
6,10,10_100062_11_6_11,Hiltrup Bahnhof,,,,6_304_1,,
6,10,10_100062_12_6_11,Coerde,,,,6_307_1,,
8,10,10_100062_14_8_11,Wolbeck Nogatstraße,,,,8_106_1,,
8,10,10_100062_15_8_11,Coerde,,,,8_103_1,,
8,10,10_100062_17_8_11,Wolbeck Nogatstraße,,,,8_106_1,,
14,10,10_100063_2_14_1,Mauritz Friedhof,,,,14_6_1,,
14,10,10_100063_4_14_1,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100063_5_14_1,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100063_7_14_1,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100063_8_14_1,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100063_10_14_1,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100063_11_14_1,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100063_13_14_1,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100063_14_14_1,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100063_16_14_1,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100063_17_14_1,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100063_19_14_1,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100063_20_14_1,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100063_22_14_1,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100063_23_14_1,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100063_25_14_1,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
5,10,10_100064_2_5_7,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100064_3_5_7,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100064_4_5_7,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100064_5_5_7,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100064_6_5_7,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100064_7_5_7,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100064_8_5_7,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100064_9_5_7,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100064_10_5_7,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100064_11_5_7,Hiltrup Bahnhof,,,,5_8_1,,
82,10,10_100064_13_82_7,Rudolf-Diesel-Straße,,,,82_811_1,,
82,10,10_100064_14_82_7,Hiltrup Franz-Marc-Weg,,,,82_810_1,,
82,10,10_100064_15_82_7,Rudolf-Diesel-Straße,,,,82_811_1,,
82,10,10_100064_16_82_7,Hiltrup Franz-Marc-Weg,,,,82_810_1,,
4,10,10_100065_2_4_3,Clemenshospital,,,,4_6_1,,
4,10,10_100065_4_4_3,Gelmer,,,,4_5_1,,
4,10,10_100065_5_4_3,Clemenshospital,,,,4_6_1,,
4,10,10_100065_7_4_3,Gelmer,,,,4_7_1,,
4,10,10_100065_8_4_3,Clemenshospital,,,,4_2_1,,
4,10,10_100065_10_4_3,Gelmer,,,,4_5_1,,
4,10,10_100065_11_4_3,Clemenshospital,,,,4_6_1,,
4,10,10_100065_13_4_3,Gelmer,,,,4_7_1,,
4,10,10_100065_14_4_3,Clemenshospital,,,,4_2_1,,
4,10,10_100065_16_4_3,Gelmer,,,,4_5_1,,
4,10,10_100065_17_4_3,Clemenshospital,,,,4_6_1,,
4,10,10_100065_19_4_3,Gelmer,,,,4_5_1,,
1,10,10_100066_2_1_5,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100066_3_1_5,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100066_4_1_5,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100066_5_1_5,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100066_6_1_5,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100066_7_1_5,Amelsbüren Bahnhof,,,,1_24_1,,
1,10,10_100066_8_1_5,Roxel Hallenbad,,,,1_11_1,,
1,10,10_100066_9_1_5,Amelsbüren Bahnhof,,,,1_24_1,,
81,10,10_100066_10_81_5,Kinderhaus Brüningheide,,,,81_11_1,,
11,10,10_100067_2_11_4,Tannenhof,,,,11_6_1,,
11,10,10_100067_3_11_4,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100067_4_11_4,Tannenhof,,,,11_6_1,,
11,10,10_100067_5_11_4,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100067_6_11_4,Tannenhof,,,,11_6_1,,
11,10,10_100067_7_11_4,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100067_8_11_4,Tannenhof,,,,11_6_1,,
11,10,10_100067_9_11_4,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100067_10_11_4,Tannenhof,,,,11_6_1,,
11,10,10_100067_11_11_4,Gievenbeck Dieckmannstr.,,,,11_3_1,,
11,10,10_100067_12_11_4,Tannenhof,,,,11_6_1,,
19,10,10_100068_2_19_2,Sprakel,,,,19_3_1,,
19,10,10_100068_4_19_2,Handorf Kaserne,,,,19_4_1,,
19,10,10_100068_5_19_2,Sprakel,,,,19_3_1,,
19,10,10_100068_7_19_2,Waldfriedhof Lauheide,,,,19_6_1,,
19,10,10_100068_8_19_2,Sprakel,,,,19_5_1,,
19,10,10_100068_10_19_2,Waldfriedhof Lauheide,,,,19_6_1,,
19,10,10_100068_11_19_2,Sprakel,,,,19_5_1,,
14,10,10_100069_2_14_5,Zoo/LWL-Naturkundemuseum,,,,14_1_1,,
14,10,10_100069_3_14_5,Mauritz Friedhof,,,,14_8_1,,
14,10,10_100069_5_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100069_6_14_5,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100069_8_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100069_9_14_5,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100069_11_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100069_12_14_5,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100069_14_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100069_15_14_5,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100069_17_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100069_18_14_5,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100069_20_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100069_21_14_5,Mauritz Friedhof,,,,14_4_1,,
14,10,10_100069_23_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,10,10_100069_24_14_5,Mauritz Friedhof,,,,14_4_1,,
5,10,10_100070_2_5_9,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100070_3_5_9,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100070_4_5_9,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100070_5_5_9,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100070_6_5_9,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100070_7_5_9,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100070_8_5_9,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100070_9_5_9,Hiltrup Bahnhof,,,,5_8_1,,
5,10,10_100070_10_5_9,Nienberge Hannaschweg,,,,5_5_1,,
5,10,10_100070_11_5_9,Hiltrup Bahnhof,,,,5_8_1,,
11,10,10_100071_2_11_1,Tannenhof,,,,11_6_1,,
11,10,10_100071_3_11_1,Gievenbeck Dieckmannstr.,,,,11_3_1,,
